Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Solomon Islands,550,570,590,610,660,690,700,710,710,730,750,780,800,850,820
Sierra Leone,3010,3600,4030,4880,5280,5290,6690,6010,5280,5610,5360,6000,7110,7070,7530
El Salvador,10760,11360,11560,12090,12390,12740,13210,13820,13260,12870,12620,12550,12700,11940,12260
San Marino,,,,,,,,,,,,,,,
Somalia,26060,26650,27080,27340,27680,28160,26940,25880,25950,26020,26260,26440,26750,26900,27050
Serbia,60230,62560,65840,68840,74260,67420,69720,69410,68090,64750,64130,68460,63720,64510,56600
Sub-Saharan Africa (excluding high income),1501430,1551710,1615710,1684980,1738650,1804690,1810260,1882390,1953280,1928030,2025370,2066010,2122010,2177460,2226630
South Sudan,53610,51640,55390,58000,60260,63490,62710,66310,67260,69380,68610,65180,66940,62550,59950
Sub-Saharan Africa,1502100,1552440,1616340,1685630,1739500,1805480,1811100,1883140,1954090,1928650,2025930,2066530,2122580,2178000,2227230
Small states,211510,222260,230980,235790,246610,271190,288240,296690,309270,311440,325390,341620,343020,340800,344030
Sao Tome and Principe,100,100,110,110,120,120,120,120,130,140,150,150,170,170,170
Suriname,2710,2800,2260,2460,2660,2860,2810,2700,2890,3030,3360,3620,4090,3940,4380
Slovak Republic,46200,46830,46270,46560,45910,46790,46320,45340,45220,41570,43160,41670,39350,40000,37340
Slovenia,18120,19020,19090,19060,19290,19490,19850,19790,20780,18790,19080,19020,18420,17780,16230
Sweden,67380,66330,67660,68610,67120,63460,61900,59780,58580,54620,60070,56110,53230,51530,50120
Eswatini,3010,2860,2910,2920,2930,2990,2890,2980,2920,2920,2920,2940,3010,3520,2950
Sint Maarten (Dutch part),,,,,,,,,,,,,,,
Seychelles,670,730,630,650,850,790,840,750,810,620,560,520,570,540,600
Syrian Arab Republic,78010,78530,79140,79490,81810,92940,96910,100590,101700,96470,95980,89570,75930,56280,49100
Turks and Caicos Islands,,,,,,,,,,,,,,,
Chad,35050,33350,37380,41250,44460,48340,49090,50990,52080,52730,55150,57650,60510,62820,65410
East Asia & Pacific (IDA & IBRD countries),6114620,6343290,6692210,7371340,8186430,8946270,9666270,10352800,10670870,11287570,12196990,13139830,13508020,13991740,14091980
Europe & Central Asia (IDA & IBRD countries),4233970,4254060,4303720,4465340,4517990,4534140,4712920,4776840,4848160,4530380,4734760,4920270,4920260,4863190,4774060
Togo,5220,4990,5470,6130,5900,6810,6250,5940,6270,7710,7540,8000,7480,7320,7050
Thailand,255430,266640,278010,291220,309760,319060,323430,336130,341850,340520,360560,362400,383440,395710,390010
Tajikistan,6720,6760,6810,6970,7530,7610,8060,8730,9080,8740,8780,9060,9840,10260,11700
Turkmenistan,69800,73010,77390,84550,89020,89500,89920,94440,94570,86290,92070,101660,108940,114270,119770
Latin America & the Caribbean (IDA & IBRD countries),2371450,2406500,2451340,2510970,2600920,2667180,2711870,2802150,2872380,2835830,2952290,3017670,3082130,3137460,3172570
Timor-Leste,670,1730,2780,3640,4420,5410,5760,6060,6420,6740,7050,6940,6920,6900,6860
Middle East & North Africa (IDA & IBRD countries),1200530,1251800,1292590,1329410,1402640,1501950,1571310,1631650,1681910,1752500,1781760,1778740,1829400,1842530,1872290
Tonga,240,230,240,260,270,280,290,270,270,280,260,250,260,260,270
South Asia (IDA & IBRD),2126400,2156730,2192690,2249550,2354550,2446200,2568980,2737630,2857140,3020980,3145000,3285230,3447020,3529770,3736100
Sub-Saharan Africa (IDA & IBRD countries),1502100,1552440,1616340,1685630,1739500,1805480,1811100,1883140,1954090,1928650,2025930,2066530,2122580,2178000,2227230
Trinidad and Tobago,15970,17110,17810,17160,17910,21690,24420,24460,23710,22950,25560,26410,25620,26520,25990
Tunisia,30470,31230,31310,31520,32670,33180,34230,34920,35050,35630,37960,36290,37240,37120,39360
Turkey,284420,262240,272520,284410,290690,303230,332610,362550,361140,364560,374330,396910,411020,402240,427120
Tuvalu,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Tanzania,49270,51370,56550,61730,62620,66440,64640,67750,70490,71630,75950,81790,87950,93940,97650
Uganda,23060,23560,24500,26400,26640,28870,28370,31860,39060,40130,42960,43710,45660,46670,48380
Ukraine,433670,432520,435210,465770,430870,412020,417430,425720,411730,351800,369850,391160,379030,368050,332020
Upper middle income,10806520,11121000,11551490,12386260,13368530,14222980,15103480,15890700,16390910,16717080,17906320,18978020,19438090,19929050,19964160
Uruguay,32280,31920,32250,33150,35060,35240,37360,36320,38860,38420,36010,37550,38420,37420,36900
United States,6861150,6806970,6646960,6706390,6787570,6801820,6707430,6797860,6619980,6194450,6442580,6214430,5968740,6108670,6129040
Uzbekistan,226170,230530,234340,229330,231810,228860,251720,249700,259180,232960,238390,242350,230380,232950,226090
St. Vincent and the Grenadines,240,290,310,310,330,330,330,380,300,1070,330,310,480,300,370
"Venezuela, RB",228000,230800,237760,230160,233760,248500,241000,245280,257390,258180,260460,259660,279300,284140,285460
British Virgin Islands,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,
Vietnam,134560,139580,153230,161110,178680,187960,194560,207660,219510,240940,258430,257880,258290,268770,283000
Vanuatu,590,570,570,590,580,600,600,730,730,720,740,760,760,760,820
World,32781530,33235280,33702380,34882860,36252860,37346260,38444310,39738280,40139260,39846770,41817500,43022060,43582450,44233530,44438190
Samoa,440,460,470,470,490,500,510,500,490,510,520,530,540,550,570
Kosovo,,,,,,,,,,,,,,,
"Yemen, Rep.",22250,23840,24030,26980,28240,29330,29680,31410,33060,36970,35610,32390,31470,38350,38810
South Africa,344130,378210,393810,415180,442840,442920,445530,465580,497470,476950,499720,484250,503110,513020,525050
Zambia,25680,26260,28610,31020,31150,32450,30000,30500,30890,29800,32210,32210,36130,37220,37680
Zimbabwe,31810,32170,29180,26480,26360,26760,25680,26090,24150,25170,28080,30550,30780,30860,29350
